Ax,Ay,Az,Gx,Gy,Gz,Label
0.49874874874874864,0.49524524524524516,0.7580080080080079,0.5008232031672393,0.4953764584823064,0.500228473760399,0
0.4989989989989989,0.49574574574574565,0.7580080080080079,0.5007325112928824,0.4954514536861015,0.5002145211643442,0
0.4994994994994994,0.4959959959959959,0.7575075075075075,0.5007325112928824,0.4954514536861015,0.5002145211643442,0
0.4989989989989989,0.49549549549549543,0.7575075075075075,0.5008092505711844,0.4953764584823064,0.5002598671015226,0
0.49874874874874864,0.49549549549549543,0.7577577577577577,0.5007168146223206,0.4954514536861015,0.5001674311526588,0
0.4989989989989989,0.49574574574574565,0.7577577577577577,0.500763904634006,0.495482847027225,0.5003209097092628,0
0.4989989989989989,0.49549549549549543,0.7577577577577577,0.5007482079634442,0.495482847027225,0.5002145211643442,0
0.49874874874874864,0.49549549549549543,0.7580080080080079,0.500763904634006,0.495406107748923,0.5001988244937824,0
0.4992492492492492,0.49549549549549543,0.7577577577577577,0.5007482079634442,0.4954514536861015,0.5002738196975774,0
0.4992492492492492,0.49549549549549543,0.7580080080080079,0.5007168146223206,0.4954375010900466,0.5002598671015226,0
0.4989989989989989,0.49549549549549543,0.7582582582582582,0.5008092505711844,0.4954375010900466,0.5002145211643442,0
0.4989989989989989,0.49549549549549543,0.7580080080080079,0.5007325112928824,0.4954514536861015,0.5002441704309608,0
0.4992492492492492,0.49549549549549543,0.7580080080080079,0.5007482079634442,0.4954514536861015,0.5002145211643442,0
0.4989989989989989,0.49549549549549543,0.7580080080080079,0.5006557720145804,0.4954671503566632,0.5002441704309608,0
0.4989989989989989,0.49524524524524516,0.7580080080080079,0.5007028620262658,0.495406107748923,0.5002441704309608,0
0.4989989989989989,0.49549549549549543,0.7580080080080079,0.5008092505711844,0.495482847027225,0.500228473760399,0
0.4989989989989989,0.49524524524524516,0.7582582582582582,0.5006714686851422,0.4954375010900466,0.5002145211643442,0
0.4989989989989989,0.49549549549549543,0.7580080080080079,0.5007778572300609,0.4954514536861015,0.5001988244937824,0
0.4989989989989989,0.49524524524524516,0.7580080080080079,0.5007325112928824,0.4954375010900466,0.5001988244937824,0
0.4992492492492492,0.49574574574574565,0.7580080080080079,0.5007325112928824,0.4954218044194848,0.5001831278232206,0
0.4989989989989989,0.49549549549549543,0.7580080080080079,0.500763904634006,0.4954514536861015,0.5002145211643442,0
0.4989989989989989,0.49549549549549543,0.7580080080080079,0.500687165355704,0.4954671503566632,0.5002145211643442,0
0.4989989989989989,0.49549549549549543,0.7582582582582582,0.5007482079634442,0.4953764584823064,0.5001674311526588,0
0.4992492492492492,0.49549549549549543,0.7580080080080079,0.5007325112928824,0.4954671503566632,0.5001988244937824,0
0.49874874874874864,0.49549549549549543,0.7582582582582582,0.5007168146223206,0.4954671503566632,0.5002441704309608,0
