Ax,Ay,Az,Gx,Gy,Gz,Label
0.085,-0.124,1.726,286.685,-17.684,-49.595,Pitch
0.100,0.184,1.322,171.054,-32.944,-37.993,Pitch
0.083,0.486,1.779,-281.260,-74.751,26.679,Pitch
0.244,-0.238,1.675,-286.685,-27.974,35.569,Pitch
0.198,-0.562,1.373,-286.685,4.655,13.913,Pitch
0.117,-0.411,1.420,-286.685,34.694,30.608,Pitch
-0.155,0.391,0.602,-286.685,53.699,24.316,Pitch
0.013,-0.220,-0.240,-286.685,-22.671,14.823,Pitch
0.125,-0.579,-0.711,-286.685,-68.189,15.654,Pitch
0.173,-0.854,-1.382,-283.036,-82.031,43.662,Pitch
0.033,-1.381,-1.162,22.759,-27.379,48.589,Pitch
0.079,-0.699,-0.872,286.685,-33.276,-28.709,Pitch
0.112,-0.290,-0.860,286.685,-56.140,-69.974,Pitch
0.111,0.210,0.773,286.685,-13.020,-131.714,Pitch
0.179,0.095,1.175,286.685,32.900,-85.216,Pitch
0.292,0.370,1.820,286.685,0.192,-89.582,Pitch
0.138,0.052,1.587,286.685,-49.674,-71.304,Pitch
0.252,0.279,1.332,279.948,6.965,-25.629,Pitch
0.180,0.573,1.488,50.549,38.334,6.073,Pitch
0.120,0.566,1.584,-280.910,80.640,34.370,Pitch
0.125,0.460,1.458,-286.685,55.178,29.837,Pitch
0.084,-0.069,1.473,-286.685,-16.538,36.391,Pitch
0.137,0.008,1.155,-286.685,-10.325,33.355,Pitch
-0.010,0.079,0.463,-286.685,32.156,1.864,Pitch
0.089,0.045,-0.173,-286.685,31.325,-8.251,Pitch
0.146,-0.461,-1.028,-286.685,-47.889,20.003,Pitch
0.100,-1.180,-1.261,-249.191,-74.323,52.780,Pitch
0.111,-1.556,-1.104,90.326,-27.020,23.179,Pitch
0.146,-1.164,-1.031,274.794,-0.665,-31.701,Pitch
0.147,-0.231,-0.691,286.685,-9.144,-49.289,Pitch
0.003,0.256,0.243,286.685,2.826,-71.811,Pitch
-0.014,-0.111,1.280,286.685,33.443,-81.655,Pitch
0.143,-0.052,1.591,286.685,-31.054,-101.946,Pitch
0.223,0.249,1.714,286.685,-32.673,-124.268,Pitch
0.050,0.255,1.220,286.685,27.939,-12.661,Pitch
0.125,0.632,1.286,84.936,17.692,10.596,Pitch
0.043,0.803,1.428,-234.211,-7.464,57.304,Pitch
0.181,0.413,1.884,-286.685,-56.035,86.791,Pitch
0.199,0.249,1.384,-286.685,4.095,85.374,Pitch
0.103,-0.235,0.887,-286.685,75.232,34.423,Pitch
-0.036,-0.250,0.496,-286.685,85.619,-16.074,Pitch
0.043,-0.178,-0.210,-286.685,-5.932,9.520,Pitch
0.109,-0.623,-0.886,-286.685,-50.243,25.760,Pitch
0.252,-1.043,-1.304,-255.264,-46.244,41.807,Pitch
0.151,-1.344,-1.434,-18.865,-18.655,25.375,Pitch
0.275,-0.946,-1.326,286.685,1.689,-8.759,Pitch
0.209,0.082,-0.641,286.685,1.006,-12.014,Pitch
0.064,0.498,0.787,286.685,-11.804,-83.939,Pitch
-0.017,0.208,1.143,286.685,-8.278,-107.957,Pitch
0.063,0.098,1.999,286.685,16.608,-90.851,Pitch
0.125,-0.078,1.843,286.685,-39.524,-68.757,Pitch
0.045,0.228,0.710,279.353,36.444,-14.131,Pitch
0.138,0.482,1.223,22.155,12.600,25.139,Pitch
0.104,0.641,1.635,-286.685,-0.333,75.670,Pitch
0.233,-0.007,1.584,-286.685,-8.881,74.637,Pitch
0.196,-0.215,1.082,-286.685,36.531,39.847,Pitch
0.091,-0.475,0.987,-286.685,69.353,12.224,Pitch
-0.034,-0.272,0.489,-286.685,74.699,-29.225,Pitch
0.120,-0.234,-0.393,-286.685,-0.560,-17.946,Pitch
0.226,-0.571,-0.979,-286.685,-19.854,-6.186,Pitch
0.245,-0.731,-1.252,-237.676,-51.809,7.665,Pitch
0.241,-1.158,-1.645,34.449,-97.177,34.072,Pitch
0.300,-0.735,-1.033,286.685,-66.334,-1.960,Pitch
0.215,-0.067,-0.403,286.685,-22.593,-56.289,Pitch
0.164,-0.315,0.406,286.685,32.847,-71.120,Pitch
0.004,-0.238,1.013,286.685,27.169,-98.919,Pitch
0.040,0.183,1.424,286.685,67.331,-84.429,Pitch
0.029,-0.061,1.959,286.685,17.001,-39.252,Pitch
0.099,-0.096,1.609,286.685,-72.048,-33.941,Pitch
0.115,0.363,1.058,266.009,-9.616,6.291,Pitch
0.123,0.588,1.379,-19.539,6.282,35.507,Pitch
0.185,0.628,1.579,-286.685,-43.199,59.728,Pitch
0.075,0.308,1.363,-286.685,-117.504,78.094,Pitch
0.366,0.168,1.014,-286.685,-56.875,135.791,Pitch
0.071,-0.277,0.692,-286.685,117.626,59.570,Pitch
0.085,0.079,-0.073,-286.685,70.761,-22.278,Pitch
0.005,-0.269,-0.600,-286.685,-39.944,-6.562,Pitch
0.176,-0.651,-1.209,-286.685,-87.675,5.600,Pitch
0.277,-1.107,-1.674,-160.029,-79.923,1.321,Pitch
0.417,-1.079,-1.728,280.061,-46.454,-3.325,Pitch
0.291,-0.428,-1.417,286.685,-10.176,11.016,Pitch
0.074,0.417,-0.353,286.685,116.305,-53.480,Pitch
0.019,0.859,1.123,286.685,194.845,-54.110,Pitch
-0.136,0.204,1.999,286.685,-8.584,-50.794,Pitch
0.044,-0.111,1.999,286.685,-83.309,-76.423,Pitch
-0.021,0.054,1.169,286.685,25.261,6.991,Pitch
0.147,0.434,1.191,232.759,53.436,64.960,Pitch
0.199,0.483,1.407,-126.402,-9.634,35.525,Pitch
0.196,0.576,1.564,-281.461,-24.132,34.090,Pitch
0.089,0.265,1.554,-286.685,-85.610,40.057,Pitch
0.175,0.118,1.247,-286.685,-20.755,65.713,Pitch
0.037,-0.195,0.787,-286.685,91.438,52.465,Pitch
0.007,-0.287,0.325,-286.685,77.096,-12.241,Pitch
0.148,-0.221,-0.467,-286.685,8.837,-20.204,Pitch
0.173,-0.561,-0.957,-286.685,-83.125,34.825,Pitch
0.232,-1.003,-1.301,-158.848,-64.067,38.736,Pitch
0.210,-1.264,-1.706,48.816,-17.911,20.142,Pitch
0.333,-0.749,-1.367,286.685,7.648,24.036,Pitch
0.238,0.095,-0.580,286.685,9.275,-13.755,Pitch
-0.047,0.462,1.214,286.685,13.641,-74.086,Pitch
-0.123,0.029,1.722,286.685,-0.831,-104.309,Pitch
0.091,0.003,1.999,286.685,-43.374,-76.545,Pitch
0.173,0.056,1.630,286.685,-17.929,-37.222,Pitch
0.097,0.192,1.255,244.834,12.206,3.990,Pitch
0.155,0.463,1.370,-39.576,4.086,23.240,Pitch
0.236,0.409,1.956,-286.685,-42.577,68.757,Pitch
0.159,0.105,1.623,-286.685,15.382,88.585,Pitch
0.199,0.117,0.938,-286.685,82.066,50.120,Pitch
-0.010,-0.313,0.395,-286.685,83.466,-28.700,Pitch
0.191,-0.307,-0.432,-286.685,45.211,-45.474,Pitch
0.143,-0.129,-0.913,-286.685,-21.166,-13.597,Pitch
0.254,-0.779,-1.461,-272.449,-81.077,30.406,Pitch
0.247,-1.290,-1.942,198.432,-101.946,39.357,Pitch
0.326,-0.914,-1.400,286.685,-70.971,39.261,Pitch
0.261,-0.088,-0.894,286.685,-12.679,14.166,Pitch
0.175,0.525,0.490,286.685,-27.729,0.455,Pitch
-0.072,0.307,1.589,286.685,-72.625,-110.574,Pitch
0.172,0.255,1.905,286.685,-68.040,-125.099,Pitch
0.259,0.072,1.920,286.685,-5.714,-102.734,Pitch
0.116,0.164,0.952,286.685,13.729,-1.908,Pitch
0.158,0.396,1.194,28.499,7.394,38.763,Pitch
0.250,0.697,1.985,-256.366,-5.906,41.842,Pitch
0.057,0.548,1.547,-286.685,-40.889,104.501,Pitch
0.279,0.050,1.135,-286.685,18.288,121.065,Pitch
0.121,-0.375,0.996,-286.685,92.207,67.244,Pitch
0.064,-0.333,0.375,-286.685,80.185,20.055,Pitch
0.034,-0.058,-0.790,-286.685,10.509,40.845,Pitch
0.109,-0.673,-1.272,-286.685,-62.860,35.140,Pitch
0.165,-1.277,-1.676,-9.179,-23.923,32.987,Pitch
0.102,-1.260,-1.500,277.786,-6.073,38.421,Pitch
0.177,-0.256,-1.212,286.685,37.371,16.966,Pitch
0.169,0.468,-0.134,286.685,-68.189,13.641,Pitch
-0.102,0.731,1.058,286.685,-123.393,-90.143,Pitch
0.138,0.502,1.963,286.685,-109.533,-125.869,Pitch
0.280,-0.109,1.999,286.685,5.093,-123.121,Pitch
-0.052,0.275,1.026,255.019,48.493,-8.934,Pitch
-0.006,0.684,1.581,-272.729,-27.948,70.044,Pitch
0.327,0.363,1.704,-286.685,-106.706,112.455,Pitch
0.399,-0.214,1.999,-286.685,-90.510,121.266,Pitch
0.330,0.177,1.335,-286.685,165.655,67.760,Pitch
0.047,0.315,0.696,-286.685,197.601,-22.811,Pitch
-0.002,-0.067,-0.355,-286.685,104.808,-34.458,Pitch
0.191,-0.492,-1.428,-286.685,-64.768,-10.587,Pitch
0.106,-1.224,-1.667,-92.829,-99.794,44.091,Pitch
0.159,-1.178,-1.507,271.600,-40.443,11.323,Pitch
0.174,-0.330,-1.268,286.685,-1.925,-20.353,Pitch
0.218,0.245,-0.226,286.685,-20.528,-52.876,Pitch
0.011,0.129,1.110,286.685,-77.394,-134.663,Pitch
0.088,0.263,1.674,286.685,33.180,-73.404,Pitch
0.171,0.379,1.999,286.685,-52.447,-118.405,Pitch
0.128,0.289,1.386,286.685,-6.878,-90.598,Pitch
0.120,0.438,1.087,263.935,19.985,-3.036,Pitch
0.024,0.832,1.372,-151.620,26.364,40.775,Pitch
0.163,0.638,1.493,-286.685,8.111,71.768,Pitch
0.057,0.504,1.589,-286.685,-23.205,75.084,Pitch
0.232,0.083,1.364,-286.685,-65.188,58.599,Pitch
0.128,-0.252,1.165,-286.685,84.280,49.542,Pitch
0.031,0.008,0.748,-286.685,58.126,-25.331,Pitch
0.122,0.133,-0.338,-286.685,-28.114,6.423,Pitch
0.145,-0.542,-1.261,-286.685,-101.692,65.161,Pitch
0.018,-0.760,-1.464,-281.120,-9.599,58.730,Pitch
0.028,-1.035,-1.997,80.089,-20.309,11.725,Pitch
0.122,-0.818,-1.988,286.685,-16.791,-3.465,Pitch
0.124,0.222,-1.210,286.685,-1.033,-46.436,Pitch
0.256,1.051,0.427,286.685,-0.928,-72.293,Pitch
0.050,0.711,1.999,286.685,-15.601,-103.478,Pitch
0.118,-0.201,1.999,286.685,-70.726,-108.308,Pitch
-0.052,0.008,1.311,286.685,-2.931,-54.460,Pitch
0.084,0.533,1.086,217.298,-1.584,35.149,Pitch
0.351,0.599,1.998,-236.066,-59.666,77.709,Pitch
0.278,0.370,1.576,-286.685,-54.294,92.689,Pitch
0.388,0.240,1.659,-286.685,-31.299,113.549,Pitch
0.335,0.024,1.352,-286.685,163.896,110.031,Pitch
0.067,0.108,0.241,-286.685,170.345,-5.145,Pitch
0.139,-0.078,-0.391,-286.685,75.338,-21.219,Pitch
0.032,-0.259,-1.368,-286.685,-34.737,40.583,Pitch
0.155,-0.916,-1.444,-224.613,14.499,37.179,Pitch
0.122,-0.885,-1.827,145.967,-13.125,20.528,Pitch
0.362,-0.800,-1.852,286.046,-14.910,22.767,Pitch
0.329,0.017,-1.189,286.685,-28.385,31.334,Pitch
0.051,0.936,0.432,286.685,-100.914,6.720,Pitch
-0.174,0.721,1.999,286.685,-22.199,-74.296,Pitch
0.022,0.508,1.999,286.685,-28.604,-57.409,Pitch
-0.005,0.362,1.725,286.685,7.665,-90.020,Pitch
0.056,0.213,1.046,281.654,21.665,19.066,Pitch
-0.020,1.009,1.714,-142.511,-1.067,74.419,Pitch
0.131,0.746,1.709,-286.685,-25.034,50.925,Pitch
-0.026,0.535,1.999,-286.685,-34.755,50.382,Pitch
0.136,0.205,1.699,-286.685,41.886,41.694,Pitch
0.005,0.229,0.669,-286.685,89.644,-20.799,Pitch
0.063,-0.065,0.225,-286.685,1.225,-49.621,Pitch
0.075,0.066,-0.906,-286.685,-82.005,16.905,Pitch
0.222,-0.676,-1.657,-286.685,-34.493,54.854,Pitch
0.090,-1.078,-1.996,66.202,27.247,45.395,Pitch
0.176,-0.593,-1.776,286.659,17.071,38.412,Pitch
0.152,-0.017,-1.092,286.685,-11.358,18.156,Pitch
0.154,0.498,-0.069,286.685,-130.191,-48.388,Pitch
-0.068,0.990,1.159,286.685,-89.451,-130.961,Pitch
0.202,0.912,1.999,286.685,-19.994,-117.793,Pitch
0.206,0.257,1.968,286.685,43.916,-99.418,Pitch
-0.005,0.614,0.613,280.490,1.558,26.539,Pitch
0.222,1.211,1.774,-252.770,14.954,38.850,Pitch
0.066,0.948,1.572,-286.685,3.990,25.007,Pitch
0.050,0.452,1.839,-286.685,-32.471,65.686,Pitch
0.170,0.545,1.497,-286.685,18.515,53.646,Pitch
0.042,0.011,1.035,-286.685,68.950,-22.601,Pitch
-0.003,0.070,0.774,-286.685,-15.592,-11.270,Pitch
0.116,0.420,-0.157,-286.685,-45.089,34.353,Pitch
0.115,-0.121,-1.573,-286.685,-34.370,56.822,Pitch
0.112,-1.158,-1.997,-87.316,-20.003,65.940,Pitch
0.131,-1.025,-1.997,271.355,-9.494,36.899,Pitch
-0.051,-0.246,-1.338,286.685,-8.470,-6.108,Pitch
0.105,0.426,-0.538,286.685,2.336,-56.201,Pitch
-0.010,0.948,1.394,286.685,-6.912,-67.121,Pitch
0.087,0.764,1.965,286.685,-27.825,-43.006,Pitch
0.302,0.694,1.999,286.685,-128.091,-132.615,Pitch
-0.039,0.258,0.511,286.685,30.923,-40.644,Pitch
0.259,1.079,1.877,-8.216,-36.251,53.007,Pitch
0.231,0.864,1.772,-286.414,40.197,40.031,Pitch
0.171,0.577,1.971,-286.685,33.967,79.179,Pitch
0.114,0.792,1.854,-286.685,22.741,63.525,Pitch
0.069,0.668,1.207,-286.685,100.975,-5.136,Pitch
0.141,0.247,0.262,-286.685,78.137,-104.449,Pitch
0.067,0.340,-0.588,-286.685,-149.205,-7.070,Pitch
0.084,-0.331,-1.752,-286.685,-104.457,87.850,Pitch
0.128,-0.406,-1.997,-104.519,-8.741,84.997,Pitch
0.018,-0.248,-1.948,256.751,-3.736,59.885,Pitch
-0.095,-0.348,-1.639,286.685,-7.350,19.163,Pitch
0.346,0.601,-0.579,286.685,-2.713,-62.493,Pitch
0.159,1.063,1.925,286.685,-111.598,-127.400,Pitch
0.224,0.549,1.999,286.685,-102.699,-151.148,Pitch
0.314,0.459,1.999,286.685,-37.572,-173.617,Pitch
0.083,0.179,0.979,286.685,65.923,-100.118,Pitch
0.334,0.516,1.568,-51.118,-19.714,10.955,Pitch
0.245,0.906,1.969,-286.396,-43.575,57.050,Pitch
0.084,0.840,1.999,-286.685,-86.984,143.579,Pitch
0.319,0.252,1.586,-286.685,4.935,139.527,Pitch
0.146,0.067,0.422,-286.685,71.741,-27.038,Pitch
0.171,0.324,-0.284,-286.685,-25.034,-13.589,Pitch
0.155,0.062,-1.305,-286.685,-165.121,105.927,Pitch
0.131,-0.513,-1.698,-208.040,-24.938,93.511,Pitch
-0.116,-0.481,-1.591,33.145,97.169,42.893,Pitch
0.034,-0.852,-1.932,286.073,63.000,33.556,Pitch
0.167,-0.421,-1.436,286.685,24.946,24.885,Pitch
0.249,0.623,0.621,286.685,-44.266,-33.976,Pitch
0.059,0.034,1.959,286.685,-49.682,-106.925,Pitch
0.053,0.443,1.782,286.685,41.921,-67.147,Pitch
0.124,0.442,1.739,286.685,35.857,-85.531,Pitch
0.175,0.389,1.645,286.685,-6.405,-57.601,Pitch
0.081,0.569,1.683,22.505,3.605,37.494,Pitch
0.138,0.829,1.999,-286.685,-56.595,81.016,Pitch
0.130,0.597,1.999,-286.685,-31.211,104.204,Pitch
0.082,0.597,1.762,-286.685,36.356,63.079,Pitch
0.003,0.318,0.442,-286.685,48.002,-42.131,Pitch
0.119,0.219,-0.368,-286.685,-78.820,4.804,Pitch
0.010,0.087,-1.084,-286.685,-126.656,80.299,Pitch
0.218,-0.788,-1.997,-257.092,-2.669,72.923,Pitch
0.134,-0.839,-1.997,267.024,51.678,31.176,Pitch
0.051,0.145,-1.284,286.685,41.799,0.892,Pitch
0.189,0.243,-0.907,286.685,10.658,-44.844,Pitch
0.166,0.727,0.696,286.685,-83.274,-69.055,Pitch
0.031,0.607,1.999,286.685,-39.629,-89.136,Pitch
0.249,0.204,1.999,286.685,-1.645,-81.874,Pitch
0.194,0.190,1.619,286.685,78.295,-84.595,Pitch
0.039,0.626,1.045,213.001,56.341,4.637,Pitch
0.201,0.477,1.716,-142.144,-45.404,21.744,Pitch
0.155,0.211,1.544,-286.685,-119.096,84.079,Pitch
0.201,0.181,1.860,-286.685,-84.630,123.567,Pitch
0.199,0.293,1.635,-286.685,95.777,101.990,Pitch
-0.013,0.340,0.707,-286.685,169.146,12.084,Pitch
0.024,-0.456,-0.184,-286.685,15.645,10.701,Pitch
0.034,-0.440,-0.631,-286.685,-74.007,21.997,Pitch
0.094,-0.427,-0.909,-286.685,-45.885,61.854,Pitch
0.158,-0.862,-1.880,-187.434,16.065,48.283,Pitch
0.114,-0.830,-1.909,276.054,30.249,22.208,Pitch
0.168,-0.433,-1.534,286.685,18.559,13.501,Pitch
0.258,0.291,-0.343,286.685,-59.342,-15.435,Pitch
-0.068,0.819,1.733,286.685,-85.986,-89.372,Pitch
0.179,0.071,1.990,286.685,-90.685,-73.378,Pitch
0.255,0.023,1.944,286.685,-103.626,-93.152,Pitch
0.187,0.264,1.264,284.848,-45.561,-59.334,Pitch
0.360,0.350,1.940,-145.189,-65.021,37.380,Pitch
0.399,0.124,1.930,-286.685,-82.793,125.799,Pitch
0.358,0.177,1.956,-286.685,-54.801,134.295,Pitch
0.417,0.243,1.496,-286.685,57.592,116.646,Pitch
0.229,-0.166,0.952,-286.685,85.243,128.809,Pitch
-0.001,0.411,-0.202,-286.685,87.185,145.206,Pitch
-0.021,-0.181,-1.146,-286.685,122.465,108.089,Pitch
0.033,-0.585,-1.432,-277.742,106.951,67.541,Pitch
-0.029,-1.203,-1.904,-37.432,0.691,71.321,Pitch
0.050,-0.706,-1.233,286.685,-12.110,32.454,Pitch
0.062,-0.278,-1.155,286.685,-74.480,-10.456,Pitch
0.073,0.251,0.112,286.685,-103.976,-38.307,Pitch
0.079,0.885,1.285,286.685,-86.004,-41.484,Pitch
0.208,0.019,1.999,286.685,-65.126,-19.267,Pitch
0.003,-0.779,1.985,286.685,-83.764,7.595,Pitch
0.256,0.346,1.393,250.512,-91.507,2.354,Pitch
0.197,0.495,1.999,-285.793,7.963,30.468,Pitch
0.124,-0.240,1.988,-286.685,85.155,32.471,Pitch
0.021,-0.259,1.680,-286.685,126.315,19.635,Pitch
-0.022,-0.006,0.954,-286.685,136.990,-33.565,Pitch
0.080,0.003,0.086,-286.685,44.240,-45.360,Pitch
0.072,-0.249,-1.025,-286.685,-54.014,13.545,Pitch
0.158,-1.043,-1.892,-157.981,-57.426,33.075,Pitch
0.068,-1.024,-1.628,96.749,1.374,24.185,Pitch
0.116,-0.429,-1.417,286.685,5.224,24.097,Pitch
0.186,-0.056,-0.934,286.685,-61.373,7.105,Pitch
0.169,0.393,0.618,286.685,-160.186,-60.226,Pitch
0.081,0.555,1.162,286.685,-161.648,-106.356,Pitch
0.308,0.800,1.999,286.685,-149.354,-129.806,Pitch
0.271,0.316,1.299,286.685,-34.711,-119.700,Pitch
0.279,0.822,1.647,180.548,70.700,-51.013,Pitch
0.237,0.957,1.501,-19.425,104.256,-49.674,Pitch
0.137,0.665,1.742,-151.541,36.645,17.010,Pitch
0.118,0.566,1.781,-286.685,-11.961,68.941,Pitch
0.087,0.460,1.511,-286.685,-19.250,44.485,Pitch
-0.020,0.328,1.385,-286.685,41.072,30.555,Pitch
0.001,0.831,0.359,-286.685,115.868,-34.886,Pitch
0.074,-0.082,-0.619,-286.685,-28.315,-44.039,Pitch
0.310,-0.590,-1.394,-286.685,-144.104,29.680,Pitch
0.320,-1.168,-1.374,-241.194,-12.792,32.506,Pitch
0.126,-1.535,-1.465,39.007,57.803,18.996,Pitch
0.164,-0.716,-1.265,286.685,88.314,-24.439,Pitch
0.053,-0.072,-0.579,286.685,33.897,-28.753,Pitch
-0.004,0.665,0.347,286.685,31.701,2.231,Pitch
-0.054,0.630,1.390,286.685,-32.244,-14.910,Pitch
0.178,0.683,1.999,286.685,-78.601,-95.253,Pitch
-0.091,0.183,1.045,286.685,81.821,-31.465,Pitch
0.203,0.666,1.514,101.588,45.106,56.464,Pitch
0.198,0.844,1.856,-208.294,50.461,38.185,Pitch
-0.005,0.634,1.529,-286.685,-6.799,39.804,Pitch
-0.075,0.467,1.976,-286.685,-47.311,22.794,Pitch
0.018,0.490,1.536,-286.685,62.344,-33.180,Pitch
0.159,0.464,0.516,-286.685,92.636,-99.584,Pitch
0.136,0.287,-0.773,-286.685,-24.141,-26.022,Pitch
0.228,-0.492,-1.655,-286.685,-139.510,81.095,Pitch
0.160,-1.002,-1.494,-206.701,-73.220,83.274,Pitch
0.086,-0.985,-1.478,15.164,-42.009,38.439,Pitch
0.041,-0.563,-1.495,286.685,-5.924,-27.291,Pitch
0.069,-0.120,-0.795,286.685,-30.958,-84.753,Pitch
0.202,0.425,0.518,286.685,-7.385,-70.997,Pitch
0.119,0.599,0.976,286.685,-69.921,-67.611,Pitch
0.232,0.588,1.992,286.685,-102.603,-82.941,Pitch
0.173,0.203,1.465,286.685,16.222,-75.574,Pitch
0.142,0.616,1.239,274.628,31.561,11.252,Pitch
0.345,0.797,1.888,60.261,13.212,14.586,Pitch
0.232,0.785,1.930,-283.981,48.291,23.468,Pitch
0.008,0.778,1.856,-286.685,12.311,21.105,Pitch
0.097,0.334,1.517,-286.685,-10.859,-6.335,Pitch
0.068,0.234,1.045,-286.685,43.094,-29.138,Pitch
0.207,0.154,-0.122,-286.685,23.975,-47.504,Pitch
0.149,0.008,-0.904,-286.685,-56.306,31.824,Pitch
0.227,-0.612,-1.426,-285.626,-131.775,144.646,Pitch
0.192,-1.032,-1.725,65.327,-23.826,114.354,Pitch
0.032,-1.106,-1.937,279.606,36.190,41.860,Pitch
0.054,-0.259,-1.078,286.685,25.611,-57.741,Pitch
-0.031,0.675,0.267,286.685,-79.223,-124.933,Pitch
-0.016,0.533,1.356,286.685,-45.491,-82.863,Pitch
0.200,0.270,1.712,286.685,-53.926,-41.195,Pitch
0.145,0.637,1.860,286.685,-21.788,-55.414,Pitch
0.223,0.449,1.027,276.710,-9.599,10.797,Pitch
0.379,0.758,1.842,-199.133,-48.064,43.811,Pitch
0.225,0.750,1.666,-286.685,-0.928,54.626,Pitch
0.158,0.371,1.670,-286.685,15.934,55.528,Pitch
0.161,-0.038,1.729,-286.685,56.674,41.213,Pitch
0.098,0.163,1.248,-286.685,71.479,-0.472,Pitch
0.187,0.344,0.232,-286.685,39.261,-34.396,Pitch
0.065,0.400,-0.843,-286.685,-48.772,3.911,Pitch
0.184,-0.405,-1.972,-286.685,-82.014,62.965,Pitch
0.145,-0.855,-1.997,25.926,-26.206,47.014,Pitch
0.094,-0.520,-1.704,224.446,17.964,10.894,Pitch
0.227,-0.083,-1.457,286.685,64.794,21.831,Pitch
0.250,0.439,-0.536,286.685,59.377,63.919,Pitch
-0.053,0.722,1.077,286.685,-43.776,3.990,Pitch
-0.133,0.341,1.999,286.685,-136.159,-58.362,Pitch
0.194,0.290,1.999,286.685,-121.371,-66.798,Pitch
-0.051,0.352,0.677,286.685,55.676,-63.455,Pitch
0.135,0.446,0.969,4.935,-44.380,34.318,Pitch
0.175,0.825,1.931,-188.090,-39.550,24.395,Pitch
0.156,0.436,1.828,-286.685,-27.247,21.525,Pitch
-0.010,0.711,1.999,-286.685,-42.621,73.981,Pitch
0.214,0.491,1.807,-286.685,39.935,45.474,Pitch
0.070,0.515,0.775,-286.685,67.988,-14.691,Pitch
0.172,0.523,-0.434,-286.685,-43.391,-16.153,Pitch
0.037,0.038,-1.768,-286.685,-117.346,43.557,Pitch
0.236,-0.607,-1.997,-216.834,-78.741,83.475,Pitch
0.112,-0.860,-1.996,16.844,-11.664,73.631,Pitch
0.063,-0.369,-1.935,286.685,48.230,28.429,Pitch
0.152,0.286,-1.057,286.685,52.780,-12.084,Pitch
0.176,0.634,-0.145,286.685,-25.218,-32.716,Pitch
0.093,1.178,1.551,286.685,-45.806,-57.592,Pitch
0.280,0.428,1.999,286.685,-133.105,-98.744,Pitch
0.288,0.215,1.697,286.685,6.886,-181.965,Pitch
-0.116,0.412,0.597,233.634,48.939,-6.265,Pitch
0.308,0.434,1.566,-72.669,-17.124,32.786,Pitch
0.133,0.783,1.817,-286.685,0.228,77.359,Pitch
0.099,0.579,1.847,-286.685,-24.754,65.669,Pitch
0.158,0.052,1.567,-286.685,35.735,55.169,Pitch
0.126,0.021,1.123,-286.685,41.011,-10.736,Pitch
0.200,0.655,0.052,-286.685,-46.847,-49.044,Pitch
-0.014,0.159,-0.939,-286.685,-144.034,43.111,Pitch
-0.002,-0.612,-1.935,-285.828,-125.353,90.956,Pitch
0.106,-0.773,-1.997,-90.405,-51.292,75.512,Pitch
0.021,-0.812,-1.997,284.427,43.960,25.795,Pitch
0.035,-0.038,-1.538,286.685,79.012,-19.618,Pitch
0.069,0.721,-0.249,286.685,38.666,-72.170,Pitch
0.048,1.089,1.243,286.685,5.994,-55.169,Pitch
0.260,0.356,1.999,286.685,-87.316,-50.803,Pitch
0.300,0.106,1.969,286.685,-84.166,-115.728,Pitch
0.012,0.209,0.554,286.685,56.884,-41.729,Pitch
0.122,0.496,1.358,171.386,3.666,22.400,Pitch
0.183,0.788,1.971,-199.001,25.839,25.996,Pitch
0.230,0.390,1.977,-286.685,-44.188,94.675,Pitch
0.197,0.814,1.814,-286.685,-49.761,86.887,Pitch
0.334,0.403,1.392,-286.685,45.491,88.918,Pitch
0.071,0.339,0.519,-286.685,93.844,61.101,Pitch
0.095,0.274,-0.851,-286.685,4.883,52.290,Pitch
-0.032,-0.549,-1.524,-286.685,-168.070,68.355,Pitch
0.070,-0.548,-1.440,-179.305,-49.306,110.198,Pitch
0.044,-0.370,-1.277,-24.587,105.709,102.489,Pitch
-0.161,-0.681,-1.864,131.836,124.775,82.338,Pitch
0.172,-0.654,-1.407,286.685,38.150,28.665,Pitch
0.059,0.136,0.027,286.685,-54.819,-17.833,Pitch
-0.091,0.348,1.286,286.685,-90.003,-41.361,Pitch
0.099,0.141,1.726,286.685,-133.613,-73.194,Pitch
0.280,0.403,1.799,286.685,-130.428,-73.692,Pitch
0.153,-0.103,1.580,286.685,-136.386,-86.170,Pitch
0.181,-0.135,1.736,131.626,-27.554,-30.800,Pitch
0.178,0.647,1.999,-286.685,1.111,108.281,Pitch
0.201,0.783,1.999,-286.685,55.011,72.231,Pitch
-0.091,0.499,1.228,-286.685,87.238,27.921,Pitch
0.058,0.391,-0.094,-286.685,57.339,-40.574,Pitch
0.194,-0.068,-0.985,-286.685,-131.119,-35.998,Pitch
0.114,-0.599,-1.452,-286.685,-188.265,65.546,Pitch
0.166,-0.679,-1.534,-89.022,13.501,52.080,Pitch
0.068,-0.595,-1.884,253.794,57.627,15.024,Pitch
0.039,-0.543,-1.699,286.685,31.728,-15.663,Pitch
0.142,0.142,-1.228,286.685,-1.085,-58.013,Pitch
0.156,0.820,0.643,286.685,2.634,-70.464,Pitch
-0.023,0.256,1.957,286.685,7.508,-88.375,Pitch
0.251,-0.002,1.999,286.685,23.397,-58.188,Pitch
0.037,0.488,1.123,286.685,40.171,1.671,Pitch
0.202,0.388,1.547,279.948,-8.523,54.880,Pitch
0.216,0.522,1.994,-143.999,-12.337,76.177,Pitch
0.237,0.909,1.999,-286.685,-35.700,84.455,Pitch
